tick,timestamp,total_orders,delivered,reassigned,failed,on_time_rate,avg_distance,agents_busy,cost_saved_inr
204,1774021882.7836597,406,191,71,29,86.8,35.19,20,39697
205,1774021885.79256,406,191,71,29,86.8,34.58,20,41096
206,1774021888.8082373,409,192,71,29,86.9,34.43,20,41656
207,1774021891.8194997,409,193,72,29,86.9,34.75,20,41132
208,1774021894.9039981,412,193,72,29,86.9,34.23,20,42336
209,1774021898.0776258,412,194,73,29,87.0,34.73,20,41392
210,1774021901.2679415,420,195,73,29,87.1,34.93,20,41137
211,1774021904.3242059,420,196,74,29,87.1,35.49,20,40031
212,1774021907.3325906,428,196,74,29,87.1,35.46,20,40102
213,1774021910.4053092,428,196,74,30,86.7,34.88,20,41466
214,1774021913.5599413,436,198,74,30,86.8,37.22,20,36329
215,1774021916.6606324,436,200,76,31,86.6,36.22,20,39096
216,1774021919.696455,437,202,76,31,86.7,36.32,20,39245
217,1774021922.7948723,437,202,78,31,86.7,34.48,20,43705
218,1774021925.8643217,438,203,78,31,86.8,33.78,20,45626
219,1774021928.963113,438,204,78,31,86.8,33.38,20,46830
220,1774021931.9879646,450,204,78,31,86.8,34.17,20,44896
221,1774021935.070062,450,204,78,32,86.4,33.18,20,47320
222,1774021938.1489518,462,207,78,32,86.6,34.71,20,44215
223,1774021941.1632257,462,208,78,32,86.7,35.05,20,43580
224,1774021944.1705997,474,208,78,32,86.7,35.13,20,43380
225,1774021947.2416236,474,208,78,33,86.3,34.54,20,44853
226,1774021950.3449185,486,208,78,33,86.3,34.7,20,44454
227,1774021953.5723715,486,208,78,33,86.3,34.46,20,45053
228,1774021956.7387152,498,208,78,33,86.3,34.22,20,45652
229,1774021959.8498144,498,210,78,33,86.4,35.11,20,43848
230,1774021962.9158137,510,210,78,33,86.4,34.98,20,44176
231,1774021965.9838238,510,210,78,34,86.1,34.37,20,45713
232,1774021969.0730684,522,211,78,34,86.1,35.82,20,42259
233,1774021972.170452,522,211,78,34,86.1,35.58,20,42867
234,1774021975.2304087,525,211,78,34,86.1,34.98,20,44386
235,1774021978.3450055,525,212,78,34,86.2,34.99,20,44571
236,1774021981.3658528,528,215,78,34,86.3,37.43,20,38906
237,1774021984.3780334,528,216,78,34,86.4,37.5,20,38906
238,1774021987.3984642,531,218,78,34,86.5,37.68,20,38795
239,1774021990.5180433,531,220,79,34,86.6,38.01,20,38280
240,1774021993.606085,534,221,80,34,86.7,37.6,20,39541
241,1774021996.621866,534,224,80,34,86.8,38.83,20,36772
242,1774021999.6361313,537,225,80,34,86.9,38.58,20,37611
243,1774022002.648015,537,226,80,34,86.9,38.49,20,38022
244,1774022005.698095,540,226,80,34,86.9,38.14,20,38971
245,1774022008.8330805,540,226,80,35,86.6,37.28,20,41304
246,1774022011.8518245,543,228,81,35,86.7,38.56,20,38167
247,1774022014.9035559,543,229,81,35,86.7,38.43,20,38692
248,1774022017.9859266,546,230,81,35,86.8,37.92,20,40268
249,1774022021.0228252,546,232,81,35,86.9,38.33,20,39477
250,1774022024.0395825,549,232,81,35,86.9,38.24,20,39728
251,1774022027.0549016,549,233,82,37,86.3,37.05,20,43226
252,1774022030.1828508,552,233,82,38,86.0,36.48,20,44820
253,1774022033.330801,552,235,83,38,86.1,37.2,20,43174
254,1774022036.4240863,555,235,83,39,85.8,35.41,20,48222
255,1774022039.5874116,555,237,83,39,85.9,35.74,20,47694
256,1774022044.4566138,558,238,83,39,85.9,35.92,20,47381
257,1774022047.493195,558,238,83,39,85.9,35.21,20,49409
258,1774022050.655659,561,238,83,39,85.9,34.96,20,50123
259,1774022053.7506557,561,238,83,41,85.3,33.63,20,53921
260,1774022057.4482226,564,238,83,41,85.3,32.97,20,55806
261,1774022060.5309246,564,240,83,41,85.4,33.54,20,54634
